Index,processed_text
20218,"even girl daughter ashok maurya , person surely bjp leader , note"
20219,percent common man feel absolute necessity replace number 1 k bill feel inconvenient . userofficeofrg shut ! button
20220,"poll , bjp campaign play two surgical strike"
20221,bjp spokesperson mp delhi meenakshi lekhi . repeat must listen view midi ji action black money .
20222,"hashtag dallas hashtag hashtag serve hashtag event sateesh , venu gopal , naveen lax ji . ustrip"
20223,actual hashtag black money hashtag ? pm announcement number crore cash deposit c bjp member . visual evidence also .
20224,people blk money know modi move advance wonder deposit go high 3 rd quarter shame bjp rss
20225,pm announcement number cr cash deposit bjp account kolkata one hundred account
20226,totally election punjab bjp userkambojoffice number follower twitter launch new number rupee note pm thinkingface
20227,rt userscepticindian bjp leader get bundle hashtag rs2000note hashtag common public give number ?
20228,bjp chief amit shah slams opposition criticise demonetization
20229,explain opposition similar move upa aap bjp demonetisation
20230,rahul photo op signal success demonetisation scheme bjp
20231,rahul photo op signal success demonetisation scheme bjp via useroneindia hashtag break news hashtag
20232,"miss r rajan mm , modi fakdegree holder go kill economy hashtag hashtag hashtag black money clean hashtag stupid bjp"
20233,amritsar election bjp fend talk field arun jaitley
20234,"indian economy see recession near future , black money hv already manage rich bjp hashtag hashtag"
20235,people see bjp .
20236,time see troubled people outside bank atm . bjp ne logon ko barbadi ki kagar pe la dya . usershehzadind usertehseenp
20237,excited bhakt . repeat vote bjp
20238,tough loss today horn .
20239,hashtag de monetisation hashtag change bjp stance
20240,retweeted venkaiah naidu usermvenkaiahnaidu sad honest nothing fear . money safe hashtag de monetisation hashtag . repeat
20241,"box water supply sit arrangement make people wait que , felt happy hear chant usernarendramodi ji name"
20242,pm usernarendramodi ji pm userabeshinzo driver cabin hashtag bullet train hashtag hashtag modi hashtag bjp hashtag transform india hashtag hashtag modi japan hashtag
20243,bjp fix new norm become hashtag desh bhakt hashtag stand outside empty hashtag atm hashtag nothing hashtag bjp currency scam hashtag
20244,"mr om prakash mohanty , first editor bjp barta . may soul rest peace . deep condolence bereave familyrip"
20245,finance minister wb . mr . amit tell cm
20246,jio tender bjp mla p sharma get another tender time salt winkingfacewithtongue winkingfacewithtongue hashtag modi surgical strike common man hashtag
20247,"another bjp flip flop . opposition , oppose decision phase old currency . power , demonetise percent note"
20248,amit shah kick bjp campaign election
20249,"chariot wifi , bjp work collect voter feedback"
20250,commission enquiry shud set refe money spend bjp mr modi become pm kapil sibal
20251,heartly congratulation userneilsomaiya bhai appoint general secretary mumbai bjp thumbsup
20252,heartily congratulation youngest bjp mumbai secretary . repeat neil somaiya bhai bouquet bouquet bouquet bouquet
20253,hearty congratulation userazamhyder sirji appoint vice president bjp mumbai . ! repeat usermumbaibjp
20254,hearty congratulation userimohitkamboj bhaiya appoint president bjp yuva morcha mumbai . ! repeat
20255,hearty congratulation userneilsomaiya bhai appoint young sectratry bjp mumbai . ! repeat hashtag bhai bhai hashtag redheart redheart
20256,userdevfadnavis userdevfadnavis userazamhyder congratulation hyder bhai appoint vice president bhartiya janta party mumbai bjp
20257,bjp parliamentary party hashtag executive hashtag meet tomorrow .
20258,dharavi bjp yuva morcha team distribute water gossip biscuit people stand queue outside bank usershelarashish userimohitkamboj
20259,involve 2 g coal scam stand queue get r . number via mynt
20260,ceo friend useritserveorg hashtag dallas hashtag yesterday .
20261,gangadhar ramu chimp hashtag rainforest hashtag cafe noon hashtag new jersey hashtag
20262,congrats dear friend sanjay thaakur appoint mumbai bjp spokesperson .
20263,felt overwhelm bjp team hashtag wadala hashtag wish appointment vice president hashtag bjp mumbai hashtag thnx number usershelarashish number gve responsiblity
20264,great start cash atm . cash bank . cash people . bjp account money . successful pm ! hashtag pm hashtag
20265,lead awareness bike rally piteipur alasudha gp jagatsinghpur bjp karyakartas make 2 5 th assembly gherao grand success
20266,address medium meeting bjp parliamentary executive committee bjp leader hold parliament house today
20267,party meeting call l speaker smt sumitra mahajan ensure smooth functioning hashtag lok sabha hashtag winter session hashtag parliament hashtag
20268,celebration bjp dindoshi
20269,corrupt politics bjp .
20270,origami bookmark book page hashtag make monday hashtag hashtag mc learn hashtag bjp
20271,ab ye mat bolna ki ye mera plan tha . repeat country start pelt bjp rest country userwithcongressguj userdigvijaya28
20272,pic number pm modi endorse paytm pic number paytm fund chinese company alibaba happen hashtag makeinindia hashtag . hypocrisy bjp expose
20273,naryan mill gali raise voice aginst marthon buildrs illegal act bjp ward195 h gvn supt . usershelarashish
20274,question raise intent bjp usernalinskohli shamelessly duck usermeerasanyal query cashless political funding hashtag anti people bjp hashtag
20275,find anyone bank line deffo vote bjp . repeat grinningsquintingface
20276,prime minister hashtag narendra modi hashtag launch multiple development project uttar pradesh nmapp
20277,"govt introduce hashtag cbse hashtag x board exam ak ye sab modi ki chal hai , pahle khud bjp walo ne xth pas kr li ab board exam kar diya hashtag modi hashtag"
20278,congress ask bjp make public bank account detail
20279,hashtag anti people bjp hashtag bjp leader n party worker hide face ? face people r stand q ?
20280,hashtag anti people bjp hashtag number crore ki shaadi ex bjp leader mafia . repeat share show true face modi . repeat
20281,squat max number lb junior taylor weddington ! bjp hashtag d1 hashtag hashtag hardwork pay hashtag hashtag wait season hashtag
20282,watch rahulgandhi make rahulgandhi even fm know hashtag de monetisation hashtag modi tell bjp smirkingface
20283,watch share delhi mla userlambaalka expose bjp lead mcd corruption delhi assembly spcl session . userarvindkejriwal useraamaadmiparty
20284,message hashtag narendra modi hashtag ji citizen hashtag modi hashtag hashtag fight black money hashtag
20285,number murder rss bjp worker karnataka number month say shobha karandlaje . sonia gandhi party govt ruin karnataka sad
20286,"gopi nath munde say , spend number cr election . truthful urself much kala dhan spend bjp election"
20287,booth charge meet thanjavure constituency national g thiru muralidarrao guide enthusiastic crowd
20288,bjp v congress aap tmc bsp sp cpm modi v corruption hashtag modi hashtag hashtag de monetisation hashtag
20289,another proof mental bankruptcy pappu . say fm aware demonet n time say bjp worker wr inform advance
20290,directionless bjp supporter try best place blame badly prepared scheme common man . useriyc
20291,bjp cell member want ban conversation . heck ! zipper mouthface
20292,think bjp ban people attend yeddy attends ! repeat hashtag modi take bribe hashtag hahahahahaa
20293,"bjp , sky fall earth shake . hashtag modi take bribe hashtag"
20294,vote bjp backhandindexpointingdown
20295,"much black money aap , sp , congress bjp go lose result number number ban ? saurabh ariyan"
20296,bjp mla rajesh bhatia office worker catch live camera take back door money bank hashtag hashtag
20297,"expose bhawani singh , bjp mla raj say ambani adani etc know modi demonetization beforehand ."
20298,break news collision see bjp people take percent commission make black money white userarvindkejriwal tell
20299,"hashtag modi expose hashtag see bjp mla bhawani singh rajawat rj criticise demonetisation claim adani , ambani etc knew advance"
20300,"hashtag big expose hashtag , big corporate house know hashtag de monetisation hashtag policy , claim raj . bjp mla , userofficeofrg point prove , watch backhandindexpointingdown ."
20301,guess aishwarya rai bachchan kiss . number number note number panama property paper number bjp flag .
20302,"aap update rt jitenderkhalsa expose bhawani singh , bjp mla raj say ambani adani etc know modi"
20303,encourage e payment support small merchant cg govt decide make po swipe device vat free .
20304,hashtag make hashtag harry potter fly key hashtag maker hashtag bjp useremmalouwho
20305,respect mr . userbillgates ji meet india respect pm mr . usernarendramodi ji today . userpmoindia
20306,today address meeting bjp n . e . district ward president number welcome usernarendramodi hashtag mumbai hashtag hashtag surgical strike black money hashtag
20307,celebration well wishers malwani malad appointment vp bjp mum janab adv usershelarashish sahab mla president bjp mum
20308,check hashtag harry potter hashtag fly key necklace thanks creativity useremmalouwho hashtag maker hashtag bjp
20309,rahulgandhi foot mouth clueless politics first say modi tell everyone bjp hashtag de monetisation hashtag say even fm jaitley know ! repeat
20310,"mr . userbeingnayaabali userincindia ruin india number decade rule , number userarvindkejriwal attack bjp ?"
20311,anand sharma seek reply bjp rajya sabha prime minister claim people want kill .
20312,number modi wave number modi tsunami number modi flood downfall bjp 2 yr due non performance
20313,rt withcongress rt ravikumaryadav9 bjp get economic justification . know number r note p
20314,joy give friend birthday . repeat thanks
20315,hashtag hashtag state common man desperately cry help . modi bjp think common man sing ! repeat shame ! repeat
20316,"hashtag hashtag best explain . people r die queue bjp leader enjoy marriage vacation spending crore . mallya , lalit , gali"
20317,userrajivprataprudy skill india programme tailor professional inaugurate chennai today
20318,currency ban hit bjp rival hard
20319,rajasthan bjp mla allegedly criticise demonetisation via useroneindia hashtag break news hashtag
20320,rajasthan bjp mla allegedly criticise demonetisation
20321,"congress , bjp rap state leader attend gala marriage"
20322,bjp commit address aspiration people yudhvir
20323,hashtag hashtag without proper plan . seem back awesome bjp . everyday new surprise come govt .
20324,"hashtag ghulam nabi azad hashtag must apologise idiotic comparison hashtag de monetisation hashtag death hashtag uri attack hashtag , unbelievable ! userbjpnagendraji userbjp4india"
20325,amit shah behenji worry note ban ?
20326,cash seize worth rs number lakh maha bjp leader subhash deshmukh vehicle . hashtag black money hoarder hashtag ? hashtag judge 4 hashtag
20327,chief guest international conference
20328,congrats zaevian toney select bob jones hammer week ! bjp
20329,suggestion pm usernarendramodi hashtag mann ki baat hashtag ? share ! via nmapp userpmoindia userbjpitcellmaha
20330,dear userpmoindia bjp spokie lie usercnnnews18 sack userzakkajacob lie take serious action sm expose number lie news18
20331,world laud pm shri usernarendramodi currency demonetisation move .
20332,retweeted bjp userbjp4india sad world lauds pm shri usernarendramodi currency demonetisation move . repeat
20333,meeting velguem hashtag maha lava hashtag hashtag invitation hashtag hashtag u hashtag hashtag bjp hashtag
20334,meeting velguem hashtag maha lava hashtag hashtag invitation hashtag hashtag u hashtag hashtag bjp hashtag
20335,meeting elongate harvalem hashtag maha lava hashtag hashtag invitation hashtag hashtag u hashtag hashtag bjp hashtag
20336,meeting gaunthana hashtag maha lava hashtag hashtag invitation hashtag hashtag u hashtag hashtag bjp hashtag
20337,nehru yuvaa kendra function bhamai usagao hashtag nyk hashtag hashtag bjp hashtag
20338,people crush demonitisation expect social service bjp worker grinningfacewithbigeyes facewithtearsofjoy instead parivartan politics
20339,jpc inquiry ? repeat bjp denying ? repeat
20340,please watch vidio bjp member umesh singh statement ban number number note . repeat thanks modi ji
20341,7 th 9 th grade fall brawl champion ! bjp
20342,4 th place guy ! bjp
20343,shock news cash supply bjp leader bank close night hashtag note ban hashtag userrbi
20344,must watch side effect demanetization india credit go bjp rss . hashtag heartless cold pm hashtag hashtag mayawati next cm hashtag hashtag bsp hashtag
20345,2 nd 3 rd ! bj take home lot hardware ! bjp
20346,suggestion pm modi mann ki baat ? share !
20347,build swachh bharat free form filth within one generation pm modi
20348,1 st place guy today !
20349,round number golf match userdaronoshay10 way !
20350,"hashtag watch hashtag bjp issue whip member , ask present house three day start monday"
20351,"thanks foldedhands usershelarashish mla , president mum bjp userameetvmehta sec mum bjp visit texas intro mumbjpnri cell interact wi gov official"
20352,shri hashtag jaya prakash hegde hashtag join bjp soon userjphofficial userbjp4karnataka userbjp4india useramitshah usernarendramodi userbsybjp usershobhabjp userctravibjp
20353,must read . userrsprasad give back userarvindkejriwal good ! fantastic release sir . keep bjp ! usersuressu
20354,"whole nation every youth stand pm . meany year , bjp govt . give u many moment proud indian ! hashtag black money hashtag"
20355,public perception demonetisation reflect letter editor column hashtag deccan chronicle hashtag
20356,win golf match ! real life bjp trophy !
20357,"meet bjp supporter , well wishers karyakarta group meeting palghar municipal council ."
20358,say hashtag goans hashtag give hashtag absolute majority hashtag since bjp hashtag go hashtag shut mining modi get eye piggybanks !
20359,hashtag dalal hashtag behind hashtag hade hashtag outofcourt settlement idea would mean sell hashtag go hashtag lifeline hashtag bjp hashtag interest k tka ?
20360,full form bjp facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithcrossed outeyes facewithcrossed outeyes
20361,"youth participate swachh bharat , black money drive make happy pm modi global citizen fest via nmapp"
20362,"rs number lakh crore deposit bank go keep idle , pm modi say bjp rally agra ."
20363,along thousand supporter former leader opposition bbmp sri . nagaraj join bjp today presence sri . userbsybjp .
20364,bjp sensitivity towards tragic railway accident ! redexclamationmark senior modi rally agra redexclamationmark junior modi compare number accident userbainjal
20365,pm congratulate badminton player p sindhu first super series title via nmapp
20366,bjp leader say people support hashtag de monetization hashtag
20367,face save formula wb cm threaten rbi make supply r . number denominated currency w . b
20368,hashtag de monetisation hashtag bold gutsy move usibc via nmapp
20369,demonetization drive safeguard honest people interest pm modi via nmapp
20370,head belagavi train attend assembly session tomorrow . prayer lose life today train accident
20371,watch video usernarendramodi userdevfadnavis userbjp4india userraosahebdanve userbjpitcellmaha userimohitkamboj userianuragthakur userdigitalindia
20372,punjab mood change rule traditional party congress sad bjp aap number hopeofpunjabkejriwal
20373,"macaulay curse india unfortunately many historian academician r still spell . ,"
20374,"red terror begin khowai , tripura poll . repeat shame usercpimspeak"
20375,mr . hashtag muffler pig hashtag userarvindkejriwal find interesting denomination internet . pls retweet enhance popularity userdaftarysunil
20376,"cp hashtag sonia gandhi hashtag , vp congress hashtag priyanka gandhi hashtag exhibition hashtag swaraj bhawan hashtag allahabad celebrate hashtag dira100 hashtag"
20377,former bjp min janardhana reddy disclose source income raid team .
20378,pm announces ex gratia r . number lac next kin kill r . number seriously injure pmnrf hashtag modi hashtag bjp hashtag india hashtag
20379,rt kumar69781989 imemy5elf arunjaitley hope bjp mp show courage replace modi immediately . many good
20380,"cm mamata resembles betal , keep blabber lie bjp sidharth nath ."
20381,"bjp mla krishna khopde son get bar fight , friend kill nagpur"
20382,thank god . arnab benchmark f honest journalism . agent bjp rss .
20383,mohanlal raise baseless argument praise bjp government demonetization
20384,"wow sbi collect money indian give adani , invest australia , create job send bjp fund"
20385,finer hail centre decision demonetisation hashtag modi hashtag bjp hashtag india hashtag
20386,bhai ranjit singh khalsa dhandria wale understand appreciate benefit usernarendramodi demonetization policy . repeat
20387,"retweeted bjp userbjp4india sad hashtag de monetisation hashtag r . number , number crore exchange deposit old note public , . repeat"
20388,bjp mela . repeat usermepratap wish ! lot energy . repeat grinningsquintingface grinningsquintingface
20389,discuss constituency development strategy party worker khejroli panchayat ! repeat hashtag shah pura hashtag hashtag narendra modi hashtag hashtag rao rajendra singh hashtag
20390,demonetisation relief farmer . userdrtamilisaibjp userponnaarrbjp userhrajabjp usercpradhakrish uservanathibjp userksnarendran
20391,"usersureshpprabhu poor maintenance bed sheet , use one give passenger . request action . train number coimbatore chennai ."
20392,. usersambitswaraj n bjp joker demand userarvindkejriwal resignation hashtag chikungunya hashtag death modi govt think occur ?
20393,"bjp leader , mp mlas celebrate modi demonetization ? public meeting ? visit queue outside bank ?"
20394,pm release book life late shri kedarnath sahni via nmapp
20395,"thank frinds great support , today connect number heart tweeter friend ."
20396,"wd bjp hv dr mm demonetise , number people die , trade cease , people distress ? bjp wd hv co operate govt ? yes ? pope !"
20397,bjp admit people suffer due note ban hashtag sikh hashtag
20398,"faith people bjp usernarendramodi ji leadership prove intact result election mp , assam arunachal ."
20399,"hashtag hire hashtag security engineer atlanta , ga omaha , ne click job detail"
20400,"hashtag support note ban hashtag call number number number , record message share idea hashtag gov hashtag open forum userbsybjp usernarendramodi usermygovindia"
20401,"bjp mp manoj tiwari booed modi haay haay slogan visit constituency , excuse run away ."
20402,interact young leader userabvpraj happy see spirit enthusiasm .
20403,bjp launchpad wb ready . p factor achieve . min critical mass obtain . chain reaction imminent . useroneindiabengali usernewsx userbjpsamvadwb
20404,haryana bjp president sh . subhash barala ji usersubhashbrala usermlkhattar userbjp4haryana
20405,suggestion pm usernarendramodi hashtag mann ki baat hashtag share ! via nmapp userbjpitcellmaha usermantralayatimes
20406,today date live debate vtv news
20407,senior citizen line road . repeat atm bank modi unplanned programme shame pm modi bjp ! userrichasharma0971
20408,people black money . repeat
20409,"attend video conference shree kamalam , address shri arun jaitley ji . repeat"
20410,"please see message bjp , even bjp leader think hashtag de monetisation hashtag individual decision . . usernarendramodi"
20411,extremely proud drip spring d91 team hard work effort ! repeat southern division gold cup champ ! repeat usermlp814
20412,"navjot kaur sidhu ex akali mla pargat singh meet capt . amarinder singh delhi , join congress . bjp aap congress ! laugh loud"
20413,delhi bjp sankalp march back demonetisation friday
20414,bjp retain lakkasandra ward
20415,"unprecedented response hashtag app survey hashtag , record . citizen share view hashtag modi hashtag hashtag india hashtag bjp hashtag de monetisation hashtag hashtag black money hashtag hashtag pm opinion poll hashtag"
20416,bjp number manmohan propose hashtag de monetisation hashtag
20417,"congress use rated economist mm defend black money holder , bjp use real economist userswamy39 take mm . userdrbhava"
20418,rss support pm usernarendramodi ji hashtag de monetisation hashtag userrssorg userdevfadnavis userravibhusaribjp userbjpitcellmaha
20419,"buddy little late halloween , dress hannibal lecter thanksgiving ."
20420,"india force directly deal people balochistan , sindh seshadri chari , bjp hashtag pak dubious plan hashtag"
20421,quality critique bring fineness work . thank ! happy turkey day ! repeat userjbrook88
20422,bjp official son commit suicide kerala village . unpaid loan property cudnt sell due hashtag de monetisation hashtag . tragic !
20423,work 2 hr daily 2 8 th november becoz hashtag modi hashtag useramitshah usersushmaswaraj userrsprasad usergenvksingh userrajnathsingh userpiyushgoyal
20424,opposition expose see run away debate demonetisation .
20425,pm usernarendramodi app top hashtag apple hashtag app store downloads search via mynt
20426,pm usernarendramodi app top hashtag apple hashtag app store downloads search via mynt
20427,"sister . ! repeat hope special day fill sunshine , smile , laughter , love happiness . love mithi smilingfacewithhalo faceblowingakiss hashtag happy birthday vishwe hashtag womenholdinghands"
20428,attend marriage constituency nakur vidhansabha sharanpur .
20429,"kerala police gun number commie terrorist . bjp ruling state , could raise bogey state sponsor terror"
20430,"listen userarvindkejriwal userofficeofrg ! repeat see tweet star , bjp supporter ! repeat hashtag hashtag"
20431,sh userjpnadda union health minister appeal resident hashtag chandigarh hashtag vote userbjp4chandigarh municipal corporation election .
20432,unforgettable confrence skicc kashmir ! repeat
20433,bjp worker catch camera pissing modi hashtag swachh bharat abhiyan hashtag dream
20434,back extensive tour maharashtra . confident bjp maximum council president upcoming election .
20435,participate anti corruption rally today organise bjp . echo overwhelming sentiment nation support govt
20436,horn really need one .
20437,. usernarendramodi visit palestine promote people people friendship pm modi lead india citizen palestine
20438,best performing bjp chief minister favorite uservasundharabjp ? worst ? userdrbhava usermahendra3 userrohtakite
20439,"unprecedented response app survey , record number citizen share view via nmapp"
20440,bjp buying land . repeat convert black white . repeat infusing people . repeat ! hashtag hashtag userqaalamqamar
20441,"hashtag pm modi hashtag pay tributes guru gobind singh ji highlight message unity , compassion service hashtag modi punjab hashtag bjp"
20442,vinay tendulkar state president bjp address vijay sankalp mahamelava hashtag vijay sankalp maha lava hashtag hashtag bjp khali hashtag hashtag bjp go hashtag hashtag dr pramod sawant hashtag
20443,bjp worker urinate modi ji idea .
20444,arkansas performance shock . hog keep pattern go .
20445,bjp leader buy property demonetisation congress
20446,awesome work team number ! congrats mario hit number year hd ! les tree lot look great ! keep great work ! usermelaniepaynethd
20447,aap userraghavchadha expose bjp black money land deal bihar state announcement bjp .
20448,bjp leader scanner number land buying spree number location buy notebandi hashtag hashtag
20449,hashtag de monetization benefit hashtag day number old woman die suffocation bank queue bahraich . credit must go bjp rss hashtag rip hashtag hashtag bsp hashtag via aajtak
20450,"great day d91 awesome associate ! thanks rina , aaron , aj jesse store customer ! usermlp814"
20451,shock ! find note advance payment make fix modi bjp leader case . userarvindkejriwal true ?
20452,happy moment . . repeat
20453,great moment . repeat
20454,see bjp preparation demonisation hashtag hashtag usergpccitcell usertanim0104 uservaghelasaroj
20455,indian people across country stand unite support pm usernarendramodi hashtag de monetisation hashtag fully realise hashtag de monetization benefit hashtag
20456,hindustan look hope towards bjp government give justice innocent ! hashtag justice bapu ji hashtag
20457,bjp support . modhiji .
20458,"evidence come bjp leader , crony capitalist advance knowledge demonetization ."
20459,money bsp party ticket sale go waste note ban bjp
20460,"bjp know demonetisation advance , make land deal , allege aap"
20461,userdrkumarvishwas explain difference bjp useraamaadmiparty rally .
20462,"pm shri narendra modi ask people country whether support bharat bandh war black money , date"
20463,village resident say generation family support bjp vote anymore . hashtag de monetisation hashtag
20464,receive positive feedback pm usernarendramodi ji hashtag mann ki baat hashtag organise morning usermihirkotecha .
20465,today userdevfadnavis ji uservidyathakurbjp usershelarashish release number year performance report userameetsatam
20466,see . repeat bjp use support hashtag bharath bandh hashtag number . hashtag hashtag userofficeofrg userahmedpatel userajaymaken uservidyarthee
20467,"address huge rally karyakartas bjp ekta samavesha palace ground bengaluru today , inaugurate shri useramitshah"
20468,"bjp never ever , since inception till date call support bharat band backhandindexpointingdown hashtag hashtag hashtag hashtag"
20469,"big worry bjp , userarvindkejriwal plan masive campaign . repeat wil expose modi hashtag note band hashtag , masive suport farmer , trader , buunkars"
20470,bias medium would lecture u maun mohan singh great economist . mm live pvn gracefulness help sonia corrupt gang
20471,usernarendramodi happen bjp ?
20472,mumbai congress hashtag janaakroshmorcha hashtag hashtag plan de monetisation hashtag bjp cause suffer common man .
20473,"today , cm userdevfadnavis unveil achievement maharashtra bjp govt last 2 yr . see accountability ? hashtag suraj ya parv hashtag"
20474,bjp leader gift mercedes
20475,bandh india via mynt hashtag pm modi hashtag hashtag narendra modi hashtag hashtag modi hashtag hashtag india hashtag
20476,"great guidance young , dash leader bjp mumbai president usershelarashish n bjym mumbai president userimohitkamboj cashless banking . repeat"
20477,"thank bjp associate , rwa member participant make awareness march success . people movement black money"
20478,attend bjym mumbai meeting leadership usershelarashish ji president bjp mumbai organize userimohitkamboj ji
20479,attend bjym mumbai meeting leadership usershelarashish ji president bjp mumbai organize userimohitkamboj ji userianuragthakur
20480,super energetic karyakarta sammelan leadership shri yuva morcha chief mumbai userimohitkamboj guidance mla usershelarashish ji
20481,congratulation team bjp maharashtra dedicate commit service towards people maharashtra .
20482,retweeted pmo india userpmoindia sad move towards increase cashless transaction .
20483,mamata banerjee rattle demonetisation ill gotten money tmc become worthless bjp
20484,"narendra modi become pm , whether mamata banerjee life bjp"
20485,"pm meet group underprivileged student wardha , maharashtra via nmapp"
20486,retweeted dr . jal kukdi userjalkukdi sad bjp lose demonetisation go modi . bjp win evms . repeat
20487,pmo official take initiative train staff mobile banking cashless transaction
20488,chaddi hashtag protest hashtag bjp hashtag bihar hashtag hashtag mla hashtag hashtag bin av bihari hashtag userarvindkejriwal userasadowaisi usersanjaynirupam useriamrahulkanal
20489,bjp gain maharashtra local poll victory old note mns
20490,farooq insult parliament resolution bjp
20491,bjp president amit shah statement pm modi number lakh
20492,"amaze gc show drip spring ! extremely proud combined effort store , district meet team ! usermlp814 userjeanine28"
20493,jail return aaptard usermeamabhishek follow footstep master userarvindkejriwal threaten flood sm wid false story bjp hashtag moron hashtag
20494,whenever see kind epic creatives feel bjp mst b conduct workshop basic photoshop skill end project topic mst b namo !
20495,team vibhag west prepare pm hashtag parivartan rally hashtag moradabad 3 rd dec userbjp4up usermanishbajpaibjp userswatantrabjp userashokmongabjp
20496,"amit shah right person check bank account bjp mp , mlas ? hashtag hashtag hashtag de monetisation hashtag"
20497,meet several people hashtag chai basa hashtag residence . hashtag jb tu bid hashtag hashtag jharkhand hashtag bjp
20498,"opposition organise bandhs , bjp win every election amit shah"
20499,"west bengal cm lucknow fight notebandi bjp votebandi , say mamata banerjee"
20500,"pune bjp seek action corrupt , ncp say look talk"
20501,grateful awesome team u ! repeat
20502,amit shah catch red hand . bjp know demonetisation advance . bought land cash 8 th november .
20503,bjp walk govt move nagarothana scheme
20504,outstanding work linden . repeat team phenomenal job ! repeat
20505,hashtag video hashtag usernarendramodi ask bjp lawmaker share bank record hashtag de monetisation hashtag useramitshah
20506,watch userraghavchadha challenge modi govt take action bjp netas buy land convert black money .
20507,"hashtag de monetization benefit hashtag poor suffering currency ban , bjp great time behan mayawati hashtag mayawati next cm hashtag hashtag bsp hashtag congress"
20508,nice article sir uservishweshwarbhat real situation fellow bjp politician ! usernarendramodi hashtag de monetisation hashtag hashtag modi hashtag bjp
20509,"wish youth icon , charismatic hardworking bjp leader usershainanc happy birthday ! hope get big responsibility serve nation"
20510,congratulate mp usermanojtiwarimp appoint delhi bjp president .
20511,twenty lakh rupee seize bjp youth leader back demonetisation
20512,camp conduct byc chennai team newbank account thanks staff united bank india 1 0 0 0 participate
20513,. usertwitter provide login verification curb unauthorised access . know many bjp leader use safeguard account .
20514,"treat bjp policy , true demonetization . repeat"
20515,youth wing leader submit signature campaign sheet signature public support pm modi
20516,congress tweet tweet defame bjp digital india intiative . hack hacker change username ?
20517,"note ban bihar , bjp go land shopping odisha well via usercatchnews"
20518,called journalist gauri lankesh spread fake news bjp serve jail ! via userpostcardnews
20519,village panchayat leader meet hand model election manifesto corruption free panchayat administration
20520,"janam din ki hardik subhkamneyien usershainanc ji youth icon , social worker , politician fashion designer . userbjpitcellmaha userbharatdeshprem"
20521,hashtag udupi hashtag hashtag zp hashtag meeting usershobhabjp userbharathimagdum userbsybjp usermattarhegde userudaykumarbjp userbjp4karnataka userkotaspoojari useranantkumarh userbjparvind
20522,"cm tell lie , mp . repeat must prove usereasterncomd takn money else must resign frm cm mp post immediately"
20523,kolkata wb police raise hue cry see army deploy wb userbjpsamvadwb usersanjibbiswas userkanchangupta userasmbjp userjitenchatterjee
20524,address dahisar bjp bjym padhadikari special thanks mla usermanishabjp ji wonderful felicitation program .
20525,unveiled hashtag mpl hashtag number hashtag cricket hashtag trophy hashtag pan boor hashtag beach . tournament wil hold date hashtag nm pt hashtag hashtag mangaluru hashtag userazharflicks userciacricket
20526,hashtag digital paisa hashtag campaign launch userianuragthakur usermalviyamit bjp hq new delhi
20527,urge hashtag udupi hashtag hashtag municipal hashtag president provide detail new market building construction usershobhabjp useranantkumarh userbsybjp userbjp4karnataka
20528,"safety , alert message exclusively railway passenger hashtag dhanya vad hashtag usersureshpprabhu ji userrailminindia usermumbaipolice userbjpitcellmaha"
20529,bjp old staunch ideological ally maharashtra municipal poll interesting observation
20530,"attended distribution hashtag health card hashtag number beneficiary give hashtag dr g shankar hashtag family trust , hashtag mo give er hashtag community ,"
20531,bjp mla ganpat gaikwad goon attack north indian
20532,unprecedented surge hashtag fdi hashtag inflow telecom sector money billion first number month number number total money billion number number
20533,money garib kalyan via nmapp
20534,bjp lash congress hack allegation via useroneindia hashtag break news hashtag
20535,bjp buy land three state date aap
20536,modi bjp leader compensate loss . people r cheater scammer . two pensioner die collapse bank queue .
20537,hashtag hashtag wait pm usernarendramodi
20538,bjp govt loot goa girish chodankar hashtag gpccjanjagruti padyatra hashtag usergirishgoa userofficeofrg
20539,honourable cm haryana board shatabdi delhi chandigarh date
20540,"mamata want army go , allow illegal bangladeshi . hashtag mamta nation hashtag . still wonder person win always bengal"
20541,"ex shiv sena mla join bjp manohar joshi take swipe uddhav , lauds demonetisation"
20542,mamata hallucinate blow tmc crore bjp
20543,"congress want amit shah declare account detail bjp , rss date date"
20544,make bjp choice chandigarh ! hashtag bjp4 chandigarh hashtag userbjp4india useramitshah userbjp4chandigarh usersarojpandeybjp
20545,india shameless politician ? hashtag mamta nation hashtag
20546,today say indian army actually bjp army bengal . soon bjp india interfering bengal . hashtag mamata nation hashtag
20547,"shun jingoism , show action ground rana bjp"
20548,lot thanks number people rajasthan number vote real bjp show faith bjp development politics local poll userbjp4rajasthan uservasundharabjp
20549,"mamata v army mamata threatens legal action , bjp say tmc supremo hallucinate"
20550,rahulgandhi singh wedding goa mukesh ambani go wish newly marry couple
20551,pic pm shree usernarendramodi ji visit golden temple amritsar .
20552,date kelvikkenna bathil exclusive interview bjp leader su . repeat userswamy39
20553,"prime minister say intervene bhartendra singh , bjp"
20554,prime minister say intervene bjp mp userbharatendrabjp usernewsx
20555,"gujarat bjp govt weigh shit ? wow , intelligent sanghis !"
20556,"pilgrimage honour partnership . special event , pm usernarendramodi president userashrafghani jointly visit golden temple"
20557,pm shree usernarendramodi ji offering prayer golden temple amritsar .
