datetime,Retweets,Likes,bertweet_score,cardiff_score,vader_score,
31-01-2013 14:24,0,0,0.013251573,0.110502601,0.1938,
31-01-2013 16:48,0,1,0.732046932,0.701303065,0.5,
31-01-2013 19:12,0,0,0.232521743,0.394732289,0.1938,
31-01-2013 21:36,0,0,0.49665803,0.478609607,0.5,
01-02-2013 00:00,0,0,0.016822785,0.147898942,0.2447,
01-02-2013 02:24,0,0,0.507172728,0.383450836,0.78305,
01-02-2013 04:48,0,0,0.394905202,0.308359608,0.38685,
01-02-2013 07:12,0,0,0.41829107,0.494292552,0.625,
01-02-2013 09:36,1,0,0.027966231,0.192164779,0.28925,
01-02-2013 12:00,0,0,0.738303423,0.512240266,0.81245,
01-02-2013 14:24,1,1,0.491187171,0.440006383,0.5,
01-02-2013 16:48,1,0,0.369857177,0.638782591,0.1938,
01-02-2013 19:12,0,0,0.260148436,0.131172359,0.375,
01-02-2013 21:36,16,3,0.87136811,0.662573695,0.9201,
02-02-2013 00:00,0,0,0.503587324,0.47996277,0.74355,
02-02-2013 02:24,0,0,0.011254281,0.016835511,0.06725,
02-02-2013 04:48,0,0,0.510265164,0.472328072,0.564,
02-02-2013 07:12,0,0,0.505244667,0.483888833,0.5386,
02-02-2013 09:36,3,1,0.756448895,0.668284386,0.8753,
02-02-2013 12:00,0,0,0.280552298,0.305363402,0.7787,
02-02-2013 14:24,0,0,0.484711953,0.468864635,0.71075,
02-02-2013 16:48,0,0,0.507741629,0.516824313,0.58895,
02-02-2013 19:12,7,0,0.467167716,0.364665419,0.5386,
02-02-2013 21:36,5,0,0.454999112,0.361035347,0.5386,
03-02-2013 00:00,0,0,0.050982922,0.119663864,0.1185,
03-02-2013 02:24,0,0,0.145576388,0.235756606,0.1596,
03-02-2013 04:48,0,0,0.500921346,0.430397093,0.8243,
03-02-2013 07:12,0,0,0.498615384,0.484571606,0.564,
03-02-2013 09:36,0,0,0.513881296,0.484542431,0.5,
03-02-2013 12:00,0,0,0.505386414,0.593967795,0.6366,
03-02-2013 14:24,8,2,0.521675123,0.466298293,0.5386,
03-02-2013 16:48,1,1,0.510037904,0.507725425,0.5,
03-02-2013 19:12,0,0,0.018666148,0.112869859,0.6591,
03-02-2013 21:36,0,0,0.973610789,0.936759681,0.9221,
04-02-2013 00:00,0,0,0.5054526,0.406116679,0.5,
04-02-2013 02:24,0,0,0.498244907,0.427728571,0.6806,
04-02-2013 04:48,0,1,0.494883017,0.368964165,0.5,
04-02-2013 07:12,0,0,0.480234202,0.337699428,0.564,
04-02-2013 09:36,2,1,0.515510873,0.519795138,0.5,
04-02-2013 12:00,0,0,0.475435127,0.478736728,0.4862,
04-02-2013 14:24,0,0,0.587928355,0.812766135,0.8548,
04-02-2013 16:48,1,0,0.483924553,0.380475342,0.21405,
04-02-2013 19:12,0,0,0.499608079,0.458910752,0.5,
04-02-2013 21:36,0,0,0.535499964,0.451518442,0.9417,
05-02-2013 00:00,0,0,0.278457016,0.535636034,0.71075,
05-02-2013 02:24,0,0,0.506409928,0.47129789,0.5,
05-02-2013 04:48,0,0,0.510634682,0.437145166,0.6591,
05-02-2013 07:12,0,0,0.995257497,0.984206915,0.8057,
05-02-2013 09:36,0,0,0.489376502,0.407168806,0.5386,
05-02-2013 12:00,0,1,0.014339507,0.034886181,0.06105,
05-02-2013 14:24,0,0,0.522842608,0.5356967,0.5,
05-02-2013 16:48,0,0,0.533467632,0.531693995,0.9221,
05-02-2013 19:12,2,0,0.995233983,0.983692408,0.96745,
05-02-2013 21:36,0,0,0.494049963,0.451289289,0.6806,
06-02-2013 00:00,0,0,0.455576882,0.462270133,0.2447,
06-02-2013 02:24,4,0,0.593391553,0.412661627,0.2706,
06-02-2013 04:48,0,0,0.012672395,0.065302163,0.22885,
06-02-2013 07:12,0,0,0.709016725,0.707082018,0.73835,
06-02-2013 09:36,0,0,0.585447088,0.76394403,0.9221,
06-02-2013 12:00,0,0,0.593391553,0.412661627,0.2706,
06-02-2013 14:24,0,0,0.382638581,0.430175357,0.5,
06-02-2013 16:48,0,0,0.501365329,0.405173659,0.55135,
06-02-2013 19:12,0,0,0.937560648,0.899940997,0.7202,
06-02-2013 21:36,0,0,0.485808732,0.386838421,0.375,
07-02-2013 00:00,0,0,0.335554034,0.176592171,0.6909,
07-02-2013 02:24,0,0,0.090458274,0.271804452,0.2712,
07-02-2013 04:48,0,0,0.51122463,0.50146969,0.6591,
07-02-2013 07:12,0,0,0.534602493,0.356737152,0.625,
07-02-2013 09:36,0,0,0.505992461,0.505546145,0.5386,
07-02-2013 12:00,0,0,0.483273713,0.32910496,0.4614,
07-02-2013 14:24,0,0,0.496369252,0.428905025,0.70095,
07-02-2013 16:48,0,0,0.503608876,0.474904798,0.6591,
07-02-2013 19:12,0,0,0.518141344,0.358430326,0.5,
07-02-2013 21:36,0,2,0.993296206,0.976977468,0.86725,
08-02-2013 00:00,0,0,0.044329762,0.292393133,0.1175,
08-02-2013 02:24,0,1,0.302825764,0.189806283,0.3194,
08-02-2013 04:48,0,0,0.499399712,0.476145618,0.5,
08-02-2013 07:12,0,0,0.600616463,0.518739726,0.70095,
08-02-2013 09:36,0,0,0.484865196,0.451796994,0.5,
08-02-2013 12:00,0,0,0.503616602,0.4605144,0.5,
08-02-2013 14:24,0,0,0.663953766,0.647435203,0.7621,
08-02-2013 16:48,0,0,0.941423684,0.810413092,0.89225,
08-02-2013 19:12,0,0,0.993457794,0.986838013,0.89175,
08-02-2013 21:36,1,0,0.50965236,0.476500675,0.5,
09-02-2013 00:00,0,0,0.465660073,0.369808644,0.2706,
09-02-2013 02:24,0,0,0.189831197,0.29421258,0.60115,
09-02-2013 04:48,7,1,0.870970309,0.715840518,0.7202,
09-02-2013 07:12,9,1,0.726256147,0.579847343,0.8715,
09-02-2013 09:36,5,0,0.07180047,0.274892032,0.1452,
09-02-2013 12:00,0,0,0.44088896,0.394647591,0.42345,
09-02-2013 14:24,0,0,0.765337288,0.761885107,0.943,
09-02-2013 16:48,0,0,0.929363549,0.849401385,0.7202,
09-02-2013 19:12,0,1,0.141349554,0.432646491,0.375,
09-02-2013 21:36,0,0,0.569590025,0.560014702,0.82985,
10-02-2013 00:00,0,0,0.050641745,0.499907225,0.2392,
10-02-2013 02:24,0,0,0.11915496,0.401402041,0.36525,
10-02-2013 04:48,0,0,0.256141692,0.176172018,0.21405,
10-02-2013 07:12,1,0,0.874400616,0.722845748,0.6538,
10-02-2013 09:36,3,0,0.020658523,0.189311028,0.29905,
10-02-2013 12:00,1,0,0.52933488,0.461113766,0.6591,
10-02-2013 14:24,0,0,0.474144569,0.365170598,0.2706,
10-02-2013 16:48,0,0,0.865235925,0.625096515,0.78595,
10-02-2013 19:12,0,0,0.531862102,0.523441337,0.91355,
10-02-2013 21:36,0,0,0.88188839,0.630476922,0.79295,
11-02-2013 00:00,0,0,0.528296726,0.411500737,0.5,
11-02-2013 02:24,0,0,0.494323195,0.39995572,0.3091,
11-02-2013 04:48,0,0,0.431364395,0.350039601,0.2706,
11-02-2013 07:12,0,0,0.309085116,0.230447829,0.2706,
11-02-2013 09:36,0,1,0.379729062,0.219496101,0.436,
11-02-2013 12:00,0,0,0.962090313,0.792094022,0.8825,
11-02-2013 14:24,0,0,0.509682126,0.424633764,0.82985,
11-02-2013 16:48,0,0,0.519057248,0.580189921,0.81245,
11-02-2013 19:12,0,0,0.508790012,0.458967797,0.42345,
11-02-2013 21:36,0,0,0.546819735,0.540556472,0.5386,
12-02-2013 00:00,0,0,0.485220806,0.425728515,0.5,
